subset_id,k,rep,classifier,scores,roc_auc
k7_r18,7,18,random_forest,"VFT_sem_sum,AXSC_off,HVLT_IR,HY_off,UPDRS3_off,ESS,RBDScr",0.8493344090359015
k7_r19,7,19,random_forest,"SCOPA,VFT_sem_sum,SEADL,GDS,UPDRS2,JLO,LNS",0.9243646631706334
k7_r20,7,20,random_forest,"JLO,SEADL,HVLT_IR,HY_off,UPDRS2,HVLT_DR,AXSC_off",0.9220653489310207
k7_r21,7,21,random_forest,"VFT_sem_sum,ESS,UPDRS2,LNS,JLO,SCOPA,GDS",0.9144816458249294
k7_r22,7,22,random_forest,"RBDScr,LEDD,SCOPA,PIGD_off,UPDRS3_off,JLO,AXSC_on",0.8839854780153288
k7_r23,7,23,random_forest,"SDM,UPDRS2,SCOPA,UPDRS1,AXSC_off,UPDRS4,PIGD_off",0.9391690197660347
k7_r24,7,24,random_forest,"HY_on,UPDRS4,AXSC_off,SEADL,JLO,LEDD,ESS",0.8981040742234773
k7_r25,7,25,random_forest,"LEDD,UPDRS4,SCOPA,RBDScr,HY_on,JLO,UPDRS3_on",0.8467930617184349
k7_r26,7,26,random_forest,"GDS,VFT_sem_sum,SDM,VFT_phon_f,ESS,LNS,AXSC_on",0.8243243243243245
k7_r27,7,27,random_forest,"SEADL,LEDD,HY_on,SCOPA,ESS,HVLT_DR,VFT_sem_sum",0.8993545784590562
k7_r28,7,28,random_forest,"AXSC_on,ESS,SCOPA,AXSC_off,PIGD_on,UPDRS3_off,GDS",0.8719645018152482
k7_r29,7,29,random_forest,"VFT_phon_f,PIGD_off,SEADL,HY_off,SDM,HVLT_IR,MOCA",0.8882210568777733
k7_r30,7,30,random_forest,"AXSC_on,PIGD_off,SEADL,LNS,SCOPA,UPDRS4,RBDScr",0.8958854376764824
k7_r31,7,31,random_forest,"VFT_phon_f,HY_off,MOCA,SCOPA,UPDRS1,UPDRS2,AXSC_on",0.9393707139975797
k7_r32,7,32,random_forest,"AXSC_on,LNS,UPDRS2,PIGD_on,UPDRS4,UPDRS3_off,SCOPA",0.9116175877369908
k7_r33,7,33,random_forest,"UPDRS2,SDM,AXSC_off,PIGD_off,UPDRS3_on,AXSC_on,HVLT_IR",0.9093182734973781
k7_r34,7,34,random_forest,"JLO,UPDRS4,UPDRS1,LNS,UPDRS2,AXSC_off,SDM",0.9434449374747882
k7_r35,7,35,random_forest,"GDS,SEADL,PIGD_off,ESS,LEDD,UPDRS3_off,JLO",0.9059701492537314
k7_r36,7,36,random_forest,"ESS,RBDScr,UPDRS4,HVLT_DR,UPDRS1,AXSC_on,SCOPA",0.9056070996369504
k7_r37,7,37,random_forest,"PIGD_on,SDM,SCOPA,ESS,AXSC_on,HY_off,PIGD_off",0.864098426784994
k7_r38,7,38,random_forest,"SCOPA,UPDRS2,JLO,PIGD_on,MOCA,VFT_sem_sum,HY_off",0.9222670431625656
k7_r39,7,39,random_forest,"UPDRS3_on,PIGD_on,HVLT_DR,LEDD,HVLT_IR,UPDRS1,SCOPA",0.9284388866478419
k7_r40,7,40,random_forest,"LNS,SDM,RBDScr,HY_on,AXSC_on,UPDRS3_on,UPDRS3_off",0.8447357805566761
k7_r41,7,41,random_forest,"VFT_sem_sum,SEADL,HVLT_DR,AXSC_off,UPDRS3_on,UPDRS1,PIGD_off",0.9249697458652684
k7_r42,7,42,random_forest,"UPDRS4,HY_on,SCOPA,HVLT_IR,AXSC_off,SEADL,HVLT_DR",0.8893102057281161
k7_r43,7,43,random_forest,"LEDD,AXSC_off,PIGD_on,UPDRS1,UPDRS2,HVLT_IR,SEADL",0.9474384832593787
k7_r44,7,44,random_forest,"LEDD,UPDRS3_on,UPDRS2,PIGD_on,SDM,RBDScr,AXSC_on",0.9179104477611941
k7_r45,7,45,random_forest,"VFT_sem_sum,HY_off,PIGD_on,UPDRS4,PIGD_off,AXSC_on,ESS",0.8422751109318274
k7_r46,7,46,random_forest,"VFT_phon_f,HY_on,UPDRS4,SDM,HVLT_IR,UPDRS3_off,JLO",0.8428801936264623
k7_r47,7,47,random_forest,"SDM,HVLT_DR,UPDRS3_off,LNS,AXSC_off,SCOPA,HVLT_IR",0.8520774505849134
k7_r48,7,48,random_forest,"GDS,UPDRS2,LEDD,HY_on,HVLT_DR,SCOPA,LNS",0.9121016538926987
k7_r49,7,49,random_forest,"HY_off,HVLT_IR,MOCA,UPDRS3_on,RBDScr,GDS,UPDRS3_off",0.8470754336425979
k8_r0,8,0,random_forest,"VFT_sem_sum,PIGD_off,GDS,AXSC_off,HY_off,UPDRS3_on,SEADL,VFT_phon_f",0.8866075030254135
k8_r1,8,1,random_forest,"VFT_sem_sum,UPDRS4,UPDRS3_off,UPDRS1,PIGD_off,JLO,UPDRS2,MOCA",0.9465913674868899
k8_r2,8,2,random_forest,"LNS,HVLT_DR,UPDRS3_on,SCOPA,HY_off,MOCA,UPDRS2,RBDScr",0.9207745058491328
k8_r3,8,3,random_forest,"UPDRS3_off,HY_off,SEADL,PIGD_off,HY_on,UPDRS1,AXSC_off,UPDRS2",0.945582896329165
k8_r4,8,4,random_forest,"AXSC_off,SEADL,JLO,UPDRS1,UPDRS2,AXSC_on,GDS,HY_off",0.9445744251714401
k8_r5,8,5,random_forest,"AXSC_off,MOCA,UPDRS3_on,HVLT_IR,GDS,AXSC_on,PIGD_on,LNS",0.8426784993949172
k8_r6,8,6,random_forest,"AXSC_on,HY_on,VFT_phon_f,GDS,AXSC_off,SDM,MOCA,RBDScr",0.8380395320693829
k8_r7,8,7,random_forest,"UPDRS3_on,LNS,SEADL,JLO,HVLT_IR,HY_on,HY_off,UPDRS3_off",0.8958047599838643
k8_r8,8,8,random_forest,"PIGD_on,SDM,SCOPA,HY_on,RBDScr,AXSC_on,LNS,HVLT_DR",0.844856797095603
k8_r9,8,9,random_forest,"RBDScr,UPDRS3_on,PIGD_off,PIGD_on,GDS,JLO,SCOPA,VFT_phon_f",0.8672851956434047
k8_r10,8,10,random_forest,"AXSC_on,HVLT_DR,UPDRS4,SEADL,SCOPA,HVLT_IR,HY_on,HY_off",0.8926986688180718
k8_r11,8,11,random_forest,"UPDRS3_on,AXSC_on,AXSC_off,HVLT_IR,PIGD_off,JLO,VFT_phon_f,UPDRS1",0.909318273497378
k8_r12,8,12,random_forest,"UPDRS3_on,HVLT_DR,LNS,HY_off,AXSC_off,LEDD,UPDRS3_off,HVLT_IR",0.8481645824929407
k8_r13,8,13,random_forest,"PIGD_on,RBDScr,LEDD,VFT_sem_sum,UPDRS3_off,AXSC_on,PIGD_off,SEADL",0.9011294876966519
k8_r14,8,14,random_forest,"UPDRS1,SDM,LEDD,VFT_sem_sum,HVLT_IR,UPDRS4,MOCA,RBDScr",0.9049213392496974
k8_r15,8,15,random_forest,"VFT_sem_sum,VFT_phon_f,LNS,UPDRS1,AXSC_off,HY_on,HVLT_IR,GDS",0.9108914885034289
k8_r16,8,16,random_forest,"VFT_sem_sum,PIGD_off,AXSC_off,UPDRS2,LNS,ESS,JLO,HVLT_DR",0.9218233158531667
k8_r17,8,17,random_forest,"UPDRS3_off,MOCA,JLO,GDS,UPDRS3_on,SCOPA,SEADL,AXSC_on",0.8990722065348931
k8_r18,8,18,random_forest,"HVLT_IR,UPDRS3_on,HVLT_DR,UPDRS2,UPDRS1,SDM,RBDScr,HY_on",0.9389673255344897
k8_r19,8,19,random_forest,"UPDRS1,UPDRS4,RBDScr,PIGD_off,GDS,UPDRS2,VFT_sem_sum,HVLT_IR",0.9427591770875353
k8_r20,8,20,random_forest,"GDS,PIGD_on,PIGD_off,UPDRS3_on,SEADL,UPDRS4,JLO,HVLT_DR",0.8846712384025817
k8_r21,8,21,random_forest,"PIGD_on,VFT_phon_f,MOCA,UPDRS3_off,AXSC_on,RBDScr,VFT_sem_sum,SEADL",0.8964501815248084
k8_r22,8,22,random_forest,"PIGD_off,PIGD_on,HY_on,SEADL,UPDRS3_on,SCOPA,UPDRS1,MOCA",0.9306171843485275
k8_r23,8,23,random_forest,"SDM,LEDD,HVLT_DR,LNS,VFT_sem_sum,ESS,AXSC_off,HY_off",0.8492537313432836
k8_r24,8,24,random_forest,"UPDRS1,PIGD_on,UPDRS2,VFT_phon_f,HY_off,PIGD_off,UPDRS4,MOCA",0.945219846712384
k8_r25,8,25,random_forest,"AXSC_on,SCOPA,SEADL,PIGD_on,RBDScr,JLO,AXSC_off,UPDRS1",0.927672448567971
k8_r26,8,26,random_forest,"PIGD_off,PIGD_on,VFT_sem_sum,RBDScr,ESS,JLO,VFT_phon_f,SEADL",0.8964905203711174
k8_r27,8,27,random_forest,"LEDD,PIGD_off,SEADL,UPDRS4,VFT_sem_sum,ESS,UPDRS3_on,VFT_phon_f",0.8983864461476401
k8_r28,8,28,random_forest,"LNS,UPDRS4,HVLT_DR,HY_off,AXSC_off,MOCA,GDS,SEADL",0.8853569987898346
k8_r29,8,29,random_forest,"JLO,UPDRS1,UPDRS4,UPDRS3_on,ESS,UPDRS2,HY_on,VFT_phon_f",0.9394917305365067
k8_r30,8,30,random_forest,"HVLT_IR,GDS,SDM,LEDD,AXSC_on,VFT_phon_f,HY_on,SEADL",0.891044776119403
k8_r31,8,31,random_forest,"GDS,UPDRS2,RBDScr,ESS,HY_on,HVLT_DR,AXSC_off,LNS",0.9141992739007664
k8_r32,8,32,random_forest,"AXSC_on,AXSC_off,UPDRS2,VFT_phon_f,MOCA,HY_on,HVLT_IR,LEDD",0.9170229931423961
k8_r33,8,33,random_forest,"VFT_phon_f,PIGD_on,GDS,HVLT_IR,UPDRS3_on,UPDRS3_off,HVLT_DR,PIGD_off",0.8436869705526423
k8_r34,8,34,random_forest,"LNS,MOCA,LEDD,AXSC_on,HY_off,UPDRS3_on,PIGD_on,JLO",0.8462686567164179
k8_r35,8,35,random_forest,"VFT_phon_f,LNS,HY_on,VFT_sem_sum,PIGD_off,MOCA,HY_off,UPDRS3_on",0.8548204921339251
k8_r36,8,36,random_forest,"LNS,HVLT_IR,UPDRS2,SDM,LEDD,RBDScr,HY_off,HY_on",0.910125050423558
k8_r37,8,37,random_forest,"HVLT_IR,HY_on,HVLT_DR,SCOPA,UPDRS3_on,LNS,JLO,ESS",0.8249294070189592
k8_r38,8,38,random_forest,"SDM,UPDRS4,SCOPA,RBDScr,AXSC_off,LNS,GDS,UPDRS1",0.9071803146430012
k8_r39,8,39,random_forest,"UPDRS2,SCOPA,HY_on,LNS,MOCA,VFT_phon_f,SEADL,UPDRS4",0.9218636546994756
k8_r40,8,40,random_forest,"AXSC_on,LEDD,SEADL,HY_on,HVLT_DR,GDS,UPDRS2,RBDScr",0.9233561920129084
k8_r41,8,41,random_forest,"SEADL,SDM,ESS,UPDRS2,VFT_phon_f,SCOPA,UPDRS3_on,HVLT_DR",0.9255344897135943
k8_r42,8,42,random_forest,"UPDRS4,PIGD_on,RBDScr,LNS,LEDD,MOCA,PIGD_off,SEADL",0.8968939088342074
k8_r43,8,43,random_forest,"UPDRS3_off,JLO,SCOPA,LNS,GDS,UPDRS2,PIGD_on,PIGD_off",0.9265026220250101
k8_r44,8,44,random_forest,"UPDRS3_on,HY_off,HVLT_DR,SDM,LNS,AXSC_on,SEADL,VFT_phon_f",0.8775312626058895
k8_r45,8,45,random_forest,"HVLT_DR,LNS,VFT_sem_sum,SEADL,AXSC_off,AXSC_on,HY_on,HY_off",0.8906413876563131
k8_r46,8,46,random_forest,"HVLT_IR,HVLT_DR,VFT_phon_f,SEADL,RBDScr,HY_off,LNS,PIGD_off",0.8871722468737394
k8_r47,8,47,random_forest,"GDS,PIGD_on,UPDRS1,SDM,PIGD_off,UPDRS4,SEADL,AXSC_on",0.9232351754739815
k8_r48,8,48,random_forest,"RBDScr,HVLT_IR,PIGD_on,LNS,HVLT_DR,SDM,LEDD,HY_on",0.836103267446551
k8_r49,8,49,random_forest,"AXSC_off,HY_on,LNS,UPDRS3_on,HY_off,LEDD,UPDRS3_off,SDM",0.8589350544574426
k9_r0,9,0,random_forest,"ESS,UPDRS1,SEADL,PIGD_on,SCOPA,VFT_sem_sum,HY_off,AXSC_on,SDM",0.918273497377975
k9_r1,9,1,random_forest,"HY_on,SDM,LNS,RBDScr,MOCA,ESS,AXSC_on,JLO,PIGD_on",0.8400564743848326
k9_r2,9,2,random_forest,"SCOPA,AXSC_on,VFT_sem_sum,UPDRS4,VFT_phon_f,ESS,GDS,UPDRS3_off,AXSC_off",0.8676079064138765
k9_r3,9,3,random_forest,"HVLT_IR,UPDRS1,JLO,UPDRS2,RBDScr,ESS,PIGD_on,VFT_sem_sum,UPDRS4",0.9437676482452603
k9_r4,9,4,random_forest,"HY_on,UPDRS3_on,MOCA,JLO,LNS,UPDRS1,PIGD_on,ESS,UPDRS2",0.9439693424768052
k9_r5,9,5,random_forest,"PIGD_off,RBDScr,MOCA,AXSC_on,UPDRS2,LNS,LEDD,VFT_sem_sum,UPDRS1",0.9495764421137557
k9_r6,9,6,random_forest,"HVLT_IR,VFT_sem_sum,UPDRS3_off,PIGD_on,PIGD_off,UPDRS1,UPDRS4,ESS,MOCA",0.9148850342880193
k9_r7,9,7,random_forest,"AXSC_off,UPDRS2,UPDRS3_off,MOCA,UPDRS3_on,VFT_phon_f,JLO,GDS,SEADL",0.9311012505042356
k9_r8,9,8,random_forest,"UPDRS3_off,SDM,HY_off,SCOPA,HY_on,JLO,LNS,HVLT_DR,UPDRS1",0.9141992739007665
k9_r9,9,9,random_forest,"LNS,LEDD,UPDRS4,GDS,UPDRS3_on,AXSC_off,HY_on,ESS,HVLT_IR",0.8478822105687778
k9_r10,9,10,random_forest,"MOCA,UPDRS4,HY_off,PIGD_on,SDM,JLO,HVLT_DR,ESS,VFT_sem_sum",0.8483662767244857
k9_r11,9,11,random_forest,"AXSC_off,MOCA,UPDRS4,AXSC_on,HY_on,LEDD,HVLT_IR,LNS,VFT_sem_sum",0.8472771278741428
k9_r12,9,12,random_forest,"UPDRS3_on,HY_on,VFT_sem_sum,MOCA,GDS,HVLT_IR,AXSC_off,JLO,SCOPA",0.8509883017345704
k9_r13,9,13,random_forest,"HVLT_IR,PIGD_off,JLO,PIGD_on,AXSC_off,LEDD,VFT_sem_sum,ESS,RBDScr",0.8643807987091569
k9_r14,9,14,random_forest,"HY_on,LNS,PIGD_on,SDM,SEADL,AXSC_off,UPDRS3_off,VFT_phon_f,UPDRS4",0.8999193223073819
k9_r15,9,15,random_forest,"LNS,PIGD_off,SDM,PIGD_on,UPDRS3_off,JLO,UPDRS3_on,VFT_phon_f,HY_off",0.8605486083098023
k9_r16,9,16,random_forest,"UPDRS4,HVLT_DR,PIGD_on,AXSC_off,HVLT_IR,AXSC_on,SEADL,VFT_phon_f,MOCA",0.8958854376764824
k9_r17,9,17,random_forest,"AXSC_off,SEADL,PIGD_off,ESS,HVLT_DR,UPDRS1,HVLT_IR,RBDScr,UPDRS3_on",0.9222267043162565
k9_r18,9,18,random_forest,"UPDRS3_on,UPDRS2,SDM,SCOPA,HVLT_IR,PIGD_off,UPDRS1,HY_on,LEDD",0.9441710367083501
k9_r19,9,19,random_forest,"AXSC_on,UPDRS4,MOCA,UPDRS3_on,PIGD_on,ESS,LEDD,VFT_phon_f,UPDRS1",0.9219846712384027
k9_r20,9,20,random_forest,"HVLT_IR,UPDRS3_on,UPDRS3_off,VFT_sem_sum,VFT_phon_f,RBDScr,PIGD_on,SEADL,JLO",0.9064945542557482
k9_r21,9,21,random_forest,"AXSC_off,MOCA,LNS,PIGD_off,SCOPA,GDS,VFT_phon_f,UPDRS2,UPDRS3_on",0.9224687373941105
k9_r22,9,22,random_forest,"GDS,HY_off,PIGD_off,UPDRS3_on,HY_on,MOCA,HVLT_IR,ESS,AXSC_off",0.8471964501815248
k9_r23,9,23,random_forest,"VFT_sem_sum,HVLT_IR,RBDScr,MOCA,GDS,UPDRS4,HY_on,SEADL,SCOPA",0.8841064945542558
k9_r24,9,24,random_forest,"HY_on,AXSC_off,GDS,PIGD_off,HVLT_IR,UPDRS3_on,VFT_sem_sum,LEDD,JLO",0.8603872529245664
k9_r25,9,25,random_forest,"HY_on,JLO,ESS,VFT_sem_sum,HVLT_IR,UPDRS4,UPDRS3_off,HY_off,AXSC_on",0.8511899959661153
k9_r26,9,26,random_forest,"LNS,UPDRS2,ESS,PIGD_on,AXSC_off,JLO,HY_on,VFT_sem_sum,SEADL",0.9320693828156515
k9_r27,9,27,random_forest,"PIGD_off,UPDRS4,ESS,HVLT_DR,AXSC_off,LNS,SDM,VFT_sem_sum,AXSC_on",0.8542960871319081
k9_r28,9,28,random_forest,"VFT_sem_sum,PIGD_off,SDM,LEDD,GDS,UPDRS3_off,UPDRS4,SCOPA,JLO",0.8921339249697459
k9_r29,9,29,random_forest,"LNS,LEDD,RBDScr,PIGD_on,MOCA,SCOPA,HY_on,UPDRS2,HVLT_IR",0.9208148446954418
k9_r30,9,30,random_forest,"HY_on,UPDRS4,LEDD,SCOPA,GDS,LNS,PIGD_off,PIGD_on,SEADL",0.9068576038725292
k9_r31,9,31,random_forest,"MOCA,LNS,HVLT_IR,PIGD_on,SCOPA,ESS,RBDScr,AXSC_off,SDM",0.8531665994352562
k9_r32,9,32,random_forest,"PIGD_off,PIGD_on,HY_on,GDS,JLO,AXSC_on,LEDD,UPDRS4,LNS",0.8492940701895926
k9_r33,9,33,random_forest,"HY_on,PIGD_off,VFT_sem_sum,SDM,GDS,LNS,LEDD,HVLT_IR,AXSC_on",0.8573215006050827
k9_r34,9,34,random_forest,"UPDRS1,ESS,UPDRS4,LNS,PIGD_on,LEDD,UPDRS3_on,JLO,HY_off",0.9242033077853973
k9_r35,9,35,random_forest,"HVLT_IR,UPDRS3_off,PIGD_on,PIGD_off,UPDRS3_on,AXSC_on,LEDD,JLO,UPDRS4",0.8665187575635337
k9_r36,9,36,random_forest,"UPDRS2,AXSC_off,HY_on,SDM,PIGD_on,UPDRS3_on,RBDScr,VFT_phon_f,HVLT_DR",0.908713190802743
k9_r37,9,37,random_forest,"AXSC_on,UPDRS1,JLO,HY_off,PIGD_on,UPDRS2,ESS,UPDRS4,SDM",0.9426381605486083
k9_r38,9,38,random_forest,"UPDRS4,HVLT_IR,UPDRS3_on,SEADL,LNS,SCOPA,JLO,SDM,UPDRS1",0.9230334812424366
k9_r39,9,39,random_forest,"HVLT_DR,SDM,HY_off,VFT_sem_sum,UPDRS4,UPDRS1,HY_on,AXSC_on,UPDRS3_on",0.8983461073013312
k9_r40,9,40,random_forest,"SDM,LEDD,VFT_phon_f,PIGD_on,UPDRS4,VFT_sem_sum,UPDRS3_on,UPDRS2,GDS",0.9233158531665994
k9_r41,9,41,random_forest,"HY_on,AXSC_on,UPDRS3_off,VFT_sem_sum,LEDD,HVLT_DR,MOCA,PIGD_off,ESS",0.872448567970956
k9_r42,9,42,random_forest,"ESS,UPDRS3_on,SDM,AXSC_off,JLO,HVLT_IR,PIGD_off,PIGD_on,HY_off",0.8525615167406213
k9_r43,9,43,random_forest,"HVLT_IR,UPDRS2,LEDD,GDS,UPDRS3_on,HVLT_DR,VFT_sem_sum,JLO,HY_on",0.9174667204517952
k9_r44,9,44,random_forest,"UPDRS4,ESS,LEDD,RBDScr,SEADL,VFT_sem_sum,UPDRS2,HY_off,JLO",0.9331181928196853
k9_r45,9,45,random_forest,"PIGD_on,HVLT_DR,HY_on,SCOPA,UPDRS4,UPDRS1,HVLT_IR,VFT_sem_sum,SDM",0.9108511496571198
k9_r46,9,46,random_forest,"UPDRS3_on,PIGD_off,HY_off,HVLT_DR,AXSC_off,SCOPA,GDS,HVLT_IR,VFT_phon_f",0.8380798709156918
k9_r47,9,47,random_forest,"VFT_phon_f,PIGD_on,SCOPA,LEDD,UPDRS3_off,HY_on,HY_off,LNS,MOCA",0.8847115772488907
k9_r48,9,48,random_forest,"HVLT_IR,UPDRS4,SCOPA,UPDRS3_on,UPDRS2,PIGD_off,JLO,HVLT_DR,UPDRS1",0.9381605486083099
k9_r49,9,49,random_forest,"HVLT_IR,JLO,RBDScr,SCOPA,HY_off,GDS,UPDRS3_off,UPDRS4,LNS",0.8648245260185559
k10_r0,10,0,random_forest,"UPDRS4,JLO,HVLT_IR,AXSC_off,SDM,UPDRS3_off,SEADL,RBDScr,MOCA,SCOPA",0.9001210165389271
k10_r1,10,1,random_forest,"SEADL,HY_off,UPDRS3_on,UPDRS3_off,LEDD,AXSC_off,SCOPA,SDM,GDS,ESS",0.9071803146430012
k10_r2,10,2,random_forest,"JLO,GDS,VFT_phon_f,RBDScr,UPDRS2,HY_off,PIGD_on,SEADL,UPDRS3_off,HVLT_IR",0.928559903186769
k10_r3,10,3,random_forest,"SCOPA,UPDRS3_off,MOCA,HVLT_DR,VFT_phon_f,PIGD_on,UPDRS2,JLO,LEDD,LNS",0.927632109721662
k10_r4,10,4,random_forest,"GDS,HY_off,UPDRS3_on,UPDRS3_off,PIGD_off,AXSC_on,LNS,HVLT_DR,VFT_phon_f,LEDD",0.8605082694634933
k10_r5,10,5,random_forest,"AXSC_on,SCOPA,HY_off,GDS,PIGD_off,UPDRS4,MOCA,SEADL,HVLT_DR,RBDScr",0.8947559499798307
k10_r6,10,6,random_forest,"HVLT_IR,HVLT_DR,HY_off,LEDD,PIGD_on,SCOPA,SDM,LNS,UPDRS2,VFT_sem_sum",0.9207745058491328
k10_r7,10,7,random_forest,"AXSC_on,UPDRS3_off,VFT_sem_sum,LNS,UPDRS4,AXSC_off,VFT_phon_f,MOCA,PIGD_off,JLO",0.8679306171843485
k10_r8,10,8,random_forest,"LEDD,SEADL,MOCA,JLO,UPDRS1,HY_on,UPDRS2,AXSC_on,UPDRS4,AXSC_off",0.9480839048003228
k10_r9,10,9,random_forest,"JLO,AXSC_off,RBDScr,UPDRS3_off,UPDRS2,LNS,SDM,VFT_phon_f,PIGD_off,UPDRS3_on",0.9205324727712788
k10_r10,10,10,random_forest,"PIGD_off,PIGD_on,MOCA,VFT_phon_f,UPDRS4,SCOPA,SDM,ESS,UPDRS3_off,RBDScr",0.8771278741427996
k10_r11,10,11,random_forest,"HY_on,UPDRS3_on,ESS,MOCA,UPDRS3_off,UPDRS2,PIGD_on,SEADL,LNS,HVLT_IR",0.9299717628075838
k10_r12,10,12,random_forest,"SDM,UPDRS2,VFT_phon_f,HY_on,PIGD_off,GDS,UPDRS1,HVLT_DR,LNS,ESS",0.9400564743848325
k10_r13,10,13,random_forest,"AXSC_off,PIGD_on,UPDRS3_on,HVLT_IR,UPDRS3_off,UPDRS1,MOCA,JLO,LEDD,SEADL",0.9342476805163372
k10_r14,10,14,random_forest,"SCOPA,JLO,HY_on,LEDD,VFT_phon_f,RBDScr,VFT_sem_sum,SEADL,UPDRS3_off,GDS",0.9124243646631707
k10_r15,10,15,random_forest,"VFT_sem_sum,GDS,ESS,VFT_phon_f,SDM,MOCA,LEDD,HVLT_IR,SCOPA,UPDRS3_on",0.8469544171036709
k10_r16,10,16,random_forest,"HVLT_DR,UPDRS4,UPDRS3_off,JLO,HY_on,LEDD,RBDScr,SDM,AXSC_off,PIGD_off",0.864340459862848
k10_r17,10,17,random_forest,"UPDRS1,AXSC_on,PIGD_on,VFT_sem_sum,PIGD_off,JLO,MOCA,LNS,SCOPA,UPDRS2",0.945945945945946
k10_r18,10,18,random_forest,"UPDRS1,SEADL,MOCA,PIGD_off,UPDRS3_off,UPDRS3_on,PIGD_on,VFT_phon_f,GDS,AXSC_off",0.9281161758773698
k10_r19,10,19,random_forest,"VFT_phon_f,HY_off,UPDRS1,LNS,MOCA,PIGD_off,HVLT_IR,AXSC_off,UPDRS2,LEDD",0.9444534086325133
k10_r20,10,20,random_forest,"ESS,PIGD_on,SDM,UPDRS3_on,HY_off,HVLT_DR,LNS,AXSC_on,RBDScr,UPDRS1",0.9066155707946753
k10_r21,10,21,random_forest,"HVLT_IR,HY_off,UPDRS1,UPDRS3_off,JLO,VFT_phon_f,AXSC_on,UPDRS4,SDM,UPDRS3_on",0.9113755546591367
k10_r22,10,22,random_forest,"LEDD,AXSC_off,ESS,HVLT_IR,SDM,UPDRS1,RBDScr,HY_off,VFT_phon_f,GDS",0.917749092375958
k10_r23,10,23,random_forest,"HVLT_DR,RBDScr,UPDRS4,SDM,MOCA,LNS,AXSC_on,SEADL,SCOPA,UPDRS2",0.9232755143202904
k10_r24,10,24,random_forest,"PIGD_on,VFT_phon_f,MOCA,HY_on,UPDRS1,PIGD_off,AXSC_on,VFT_sem_sum,UPDRS4,AXSC_off",0.9134328358208955
k10_r25,10,25,random_forest,"AXSC_off,UPDRS3_off,LNS,HVLT_DR,UPDRS3_on,UPDRS1,HY_off,LEDD,RBDScr,PIGD_off",0.9231948366276724
k10_r26,10,26,random_forest,"VFT_sem_sum,RBDScr,AXSC_off,JLO,HY_off,AXSC_on,UPDRS3_off,UPDRS1,HVLT_IR,ESS",0.9146026623638563
k10_r27,10,27,random_forest,"SCOPA,JLO,ESS,SDM,PIGD_off,SEADL,UPDRS2,HVLT_IR,UPDRS4,UPDRS1",0.945824929407019
k10_r28,10,28,random_forest,"ESS,HVLT_IR,VFT_sem_sum,HVLT_DR,HY_off,SCOPA,UPDRS3_off,UPDRS4,JLO,UPDRS1",0.9206131504638967
k10_r29,10,29,random_forest,"SEADL,VFT_sem_sum,GDS,PIGD_off,MOCA,JLO,UPDRS1,VFT_phon_f,ESS,UPDRS4",0.9194433239209359
k10_r30,10,30,random_forest,"LNS,UPDRS4,UPDRS3_off,RBDScr,UPDRS3_on,VFT_phon_f,LEDD,AXSC_off,SDM,HY_off",0.8609923356192013
k10_r31,10,31,random_forest,"LNS,PIGD_off,GDS,UPDRS3_on,SDM,HY_off,RBDScr,HY_on,AXSC_off,UPDRS3_off",0.8655102864058088
k10_r32,10,32,random_forest,"LEDD,SDM,RBDScr,GDS,PIGD_on,LNS,UPDRS2,SCOPA,HVLT_DR,AXSC_on",0.917507059298104
k10_r33,10,33,random_forest,"ESS,HVLT_DR,GDS,SCOPA,UPDRS2,PIGD_on,HY_on,SDM,VFT_phon_f,UPDRS3_on",0.9079870915691811
k10_r34,10,34,random_forest,"AXSC_on,UPDRS3_on,PIGD_off,GDS,UPDRS3_off,HY_off,MOCA,HVLT_DR,LEDD,HY_on",0.874021782977007
k10_r35,10,35,random_forest,"SEADL,AXSC_off,HVLT_IR,HY_on,LEDD,RBDScr,UPDRS3_on,PIGD_on,LNS,UPDRS2",0.9233158531665995
k10_r36,10,36,random_forest,"GDS,AXSC_on,SCOPA,JLO,ESS,VFT_sem_sum,RBDScr,LNS,UPDRS3_on,MOCA",0.8397337636143608
k10_r37,10,37,random_forest,"LEDD,ESS,SEADL,UPDRS1,VFT_phon_f,JLO,PIGD_off,UPDRS2,AXSC_off,VFT_sem_sum",0.945905607099637
k10_r38,10,38,random_forest,"UPDRS3_on,SCOPA,SEADL,HY_off,UPDRS1,SDM,UPDRS4,PIGD_off,PIGD_on,UPDRS3_off",0.9242033077853974
k10_r39,10,39,random_forest,"SEADL,LEDD,JLO,RBDScr,UPDRS4,LNS,UPDRS2,UPDRS1,HY_off,VFT_sem_sum",0.9461073013311819
k10_r40,10,40,random_forest,"VFT_sem_sum,SDM,UPDRS4,UPDRS2,GDS,VFT_phon_f,HVLT_IR,RBDScr,AXSC_on,SCOPA",0.9112141992739009
k10_r41,10,41,random_forest,"PIGD_off,GDS,UPDRS3_on,UPDRS4,AXSC_off,MOCA,UPDRS2,RBDScr,HVLT_DR,PIGD_on",0.9177087535296491
k10_r42,10,42,random_forest,"LEDD,ESS,SEADL,AXSC_on,JLO,PIGD_off,UPDRS3_on,UPDRS1,PIGD_on,HY_off",0.9322307382008874
