subset_id,k,rep,classifier,scores,roc_auc
k8_r39,8,39,Likelihood Ratio,"UPDRS2,SCOPA,HY_on,LNS,MOCA,VFT_phon_f,SEADL,UPDRS4",0.9164179104477611
k8_r40,8,40,Likelihood Ratio,"AXSC_on,LEDD,SEADL,HY_on,HVLT_DR,GDS,UPDRS2,RBDScr",0.9035094796288826
k8_r41,8,41,Likelihood Ratio,"SEADL,SDM,ESS,UPDRS2,VFT_phon_f,SCOPA,UPDRS3_on,HVLT_DR",0.918273497377975
k8_r42,8,42,Likelihood Ratio,"UPDRS4,PIGD_on,RBDScr,LNS,LEDD,MOCA,PIGD_off,SEADL",0.8937474788221057
k8_r43,8,43,Likelihood Ratio,"UPDRS3_off,JLO,SCOPA,LNS,GDS,UPDRS2,PIGD_on,PIGD_off",0.9140379185155305
k8_r44,8,44,Likelihood Ratio,"UPDRS3_on,HY_off,HVLT_DR,SDM,LNS,AXSC_on,SEADL,VFT_phon_f",0.8743041549011697
k8_r45,8,45,Likelihood Ratio,"HVLT_DR,LNS,VFT_sem_sum,SEADL,AXSC_off,AXSC_on,HY_on,HY_off",0.8686163775716015
k8_r46,8,46,Likelihood Ratio,"HVLT_IR,HVLT_DR,VFT_phon_f,SEADL,RBDScr,HY_off,LNS,PIGD_off",0.8677692617991126
k8_r47,8,47,Likelihood Ratio,"GDS,PIGD_on,UPDRS1,SDM,PIGD_off,UPDRS4,SEADL,AXSC_on",0.9072206534893102
k8_r48,8,48,Likelihood Ratio,"RBDScr,HVLT_IR,PIGD_on,LNS,HVLT_DR,SDM,LEDD,HY_on",0.8432029043969342
k8_r49,8,49,Likelihood Ratio,"AXSC_off,HY_on,LNS,UPDRS3_on,HY_off,LEDD,UPDRS3_off,SDM",0.8601452198467124
k9_r0,9,0,Likelihood Ratio,"ESS,UPDRS1,SEADL,PIGD_on,SCOPA,VFT_sem_sum,HY_off,AXSC_on,SDM",0.9190802743041548
k9_r1,9,1,Likelihood Ratio,"HY_on,SDM,LNS,RBDScr,MOCA,ESS,AXSC_on,JLO,PIGD_on",0.8514320290439693
k9_r2,9,2,Likelihood Ratio,"SCOPA,AXSC_on,VFT_sem_sum,UPDRS4,VFT_phon_f,ESS,GDS,UPDRS3_off,AXSC_off",0.8785397337636144
k9_r3,9,3,Likelihood Ratio,"HVLT_IR,UPDRS1,JLO,UPDRS2,RBDScr,ESS,PIGD_on,VFT_sem_sum,UPDRS4",0.919160951996773
k9_r4,9,4,Likelihood Ratio,"HY_on,UPDRS3_on,MOCA,JLO,LNS,UPDRS1,PIGD_on,ESS,UPDRS2",0.9229528035498186
k9_r5,9,5,Likelihood Ratio,"PIGD_off,RBDScr,MOCA,AXSC_on,UPDRS2,LNS,LEDD,VFT_sem_sum,UPDRS1",0.9168616377571601
k9_r6,9,6,Likelihood Ratio,"HVLT_IR,VFT_sem_sum,UPDRS3_off,PIGD_on,PIGD_off,UPDRS1,UPDRS4,ESS,MOCA",0.9114158935054457
k9_r7,9,7,Likelihood Ratio,"AXSC_off,UPDRS2,UPDRS3_off,MOCA,UPDRS3_on,VFT_phon_f,JLO,GDS,SEADL",0.9073416700282372
k9_r8,9,8,Likelihood Ratio,"UPDRS3_off,SDM,HY_off,SCOPA,HY_on,JLO,LNS,HVLT_DR,UPDRS1",0.9077450584913271
k9_r9,9,9,Likelihood Ratio,"LNS,LEDD,UPDRS4,GDS,UPDRS3_on,AXSC_off,HY_on,ESS,HVLT_IR",0.8524808390480032
k9_r10,9,10,Likelihood Ratio,"MOCA,UPDRS4,HY_off,PIGD_on,SDM,JLO,HVLT_DR,ESS,VFT_sem_sum",0.8678096006454216
k9_r11,9,11,Likelihood Ratio,"AXSC_off,MOCA,UPDRS4,AXSC_on,HY_on,LEDD,HVLT_IR,LNS,VFT_sem_sum",0.8556272690601049
k9_r12,9,12,Likelihood Ratio,"UPDRS3_on,HY_on,VFT_sem_sum,MOCA,GDS,HVLT_IR,AXSC_off,JLO,SCOPA",0.8568777732956837
k9_r13,9,13,Likelihood Ratio,"HVLT_IR,PIGD_off,JLO,PIGD_on,AXSC_off,LEDD,VFT_sem_sum,ESS,RBDScr",0.8605486083098024
k9_r14,9,14,Likelihood Ratio,"HY_on,LNS,PIGD_on,SDM,SEADL,AXSC_off,UPDRS3_off,VFT_phon_f,UPDRS4",0.8926986688180718
k9_r15,9,15,Likelihood Ratio,"LNS,PIGD_off,SDM,PIGD_on,UPDRS3_off,JLO,UPDRS3_on,VFT_phon_f,HY_off",0.873618394513917
k9_r16,9,16,Likelihood Ratio,"UPDRS4,HVLT_DR,PIGD_on,AXSC_off,HVLT_IR,AXSC_on,SEADL,VFT_phon_f,MOCA",0.882210568777733
k9_r17,9,17,Likelihood Ratio,"AXSC_off,SEADL,PIGD_off,ESS,HVLT_DR,UPDRS1,HVLT_IR,RBDScr,UPDRS3_on",0.9014925373134328
k9_r18,9,18,Likelihood Ratio,"UPDRS3_on,UPDRS2,SDM,SCOPA,HVLT_IR,PIGD_off,UPDRS1,HY_on,LEDD",0.9227511093182734
k9_r19,9,19,Likelihood Ratio,"AXSC_on,UPDRS4,MOCA,UPDRS3_on,PIGD_on,ESS,LEDD,VFT_phon_f,UPDRS1",0.910205728116176
k9_r20,9,20,Likelihood Ratio,"HVLT_IR,UPDRS3_on,UPDRS3_off,VFT_sem_sum,VFT_phon_f,RBDScr,PIGD_on,SEADL,JLO",0.890601048810004
k9_r21,9,21,Likelihood Ratio,"AXSC_off,MOCA,LNS,PIGD_off,SCOPA,GDS,VFT_phon_f,UPDRS2,UPDRS3_on",0.9004437273093989
k9_r22,9,22,Likelihood Ratio,"GDS,HY_off,PIGD_off,UPDRS3_on,HY_on,MOCA,HVLT_IR,ESS,AXSC_off",0.8507462686567163
k9_r23,9,23,Likelihood Ratio,"VFT_sem_sum,HVLT_IR,RBDScr,MOCA,GDS,UPDRS4,HY_on,SEADL,SCOPA",0.8775716014521985
k9_r24,9,24,Likelihood Ratio,"HY_on,AXSC_off,GDS,PIGD_off,HVLT_IR,UPDRS3_on,VFT_sem_sum,LEDD,JLO",0.8487293263412666
k9_r25,9,25,Likelihood Ratio,"HY_on,JLO,ESS,VFT_sem_sum,HVLT_IR,UPDRS4,UPDRS3_off,HY_off,AXSC_on",0.8653489310205728
k9_r26,9,26,Likelihood Ratio,"LNS,UPDRS2,ESS,PIGD_on,AXSC_off,JLO,HY_on,VFT_sem_sum,SEADL",0.9121016538926987
k9_r27,9,27,Likelihood Ratio,"PIGD_off,UPDRS4,ESS,HVLT_DR,AXSC_off,LNS,SDM,VFT_sem_sum,AXSC_on",0.8655506252521178
k9_r28,9,28,Likelihood Ratio,"VFT_sem_sum,PIGD_off,SDM,LEDD,GDS,UPDRS3_off,UPDRS4,SCOPA,JLO",0.8855990318676886
k9_r29,9,29,Likelihood Ratio,"LNS,LEDD,RBDScr,PIGD_on,MOCA,SCOPA,HY_on,UPDRS2,HVLT_IR",0.9077853973376362
k9_r30,9,30,Likelihood Ratio,"HY_on,UPDRS4,LEDD,SCOPA,GDS,LNS,PIGD_off,PIGD_on,SEADL",0.8916095199677289
k9_r31,9,31,Likelihood Ratio,"MOCA,LNS,HVLT_IR,PIGD_on,SCOPA,ESS,RBDScr,AXSC_off,SDM",0.8679306171843485
k9_r32,9,32,Likelihood Ratio,"PIGD_off,PIGD_on,HY_on,GDS,JLO,AXSC_on,LEDD,UPDRS4,LNS",0.856030657523195
k9_r33,9,33,Likelihood Ratio,"HY_on,PIGD_off,VFT_sem_sum,SDM,GDS,LNS,LEDD,HVLT_IR,AXSC_on",0.8529245663574021
k9_r34,9,34,Likelihood Ratio,"UPDRS1,ESS,UPDRS4,LNS,PIGD_on,LEDD,UPDRS3_on,JLO,HY_off",0.9116579265832998
k9_r35,9,35,Likelihood Ratio,"HVLT_IR,UPDRS3_off,PIGD_on,PIGD_off,UPDRS3_on,AXSC_on,LEDD,JLO,UPDRS4",0.8732553448971359
k9_r36,9,36,Likelihood Ratio,"UPDRS2,AXSC_off,HY_on,SDM,PIGD_on,UPDRS3_on,RBDScr,VFT_phon_f,HVLT_DR",0.8978620411456232
k9_r37,9,37,Likelihood Ratio,"AXSC_on,UPDRS1,JLO,HY_off,PIGD_on,UPDRS2,ESS,UPDRS4,SDM",0.9224687373941105
k9_r38,9,38,Likelihood Ratio,"UPDRS4,HVLT_IR,UPDRS3_on,SEADL,LNS,SCOPA,JLO,SDM,UPDRS1",0.9152884227511093
k9_r39,9,39,Likelihood Ratio,"HVLT_DR,SDM,HY_off,VFT_sem_sum,UPDRS4,UPDRS1,HY_on,AXSC_on,UPDRS3_on",0.9003227107704719
k9_r40,9,40,Likelihood Ratio,"SDM,LEDD,VFT_phon_f,PIGD_on,UPDRS4,VFT_sem_sum,UPDRS3_on,UPDRS2,GDS",0.9103267446551029
k9_r41,9,41,Likelihood Ratio,"HY_on,AXSC_on,UPDRS3_off,VFT_sem_sum,LEDD,HVLT_DR,MOCA,PIGD_off,ESS",0.8759177087535297
k9_r42,9,42,Likelihood Ratio,"ESS,UPDRS3_on,SDM,AXSC_off,JLO,HVLT_IR,PIGD_off,PIGD_on,HY_off",0.8608713190802743
k9_r43,9,43,Likelihood Ratio,"HVLT_IR,UPDRS2,LEDD,GDS,UPDRS3_on,HVLT_DR,VFT_sem_sum,JLO,HY_on",0.8901976603469142
k9_r44,9,44,Likelihood Ratio,"UPDRS4,ESS,LEDD,RBDScr,SEADL,VFT_sem_sum,UPDRS2,HY_off,JLO",0.909681323114159
k9_r45,9,45,Likelihood Ratio,"PIGD_on,HVLT_DR,HY_on,SCOPA,UPDRS4,UPDRS1,HVLT_IR,VFT_sem_sum,SDM",0.9063331988705122
k9_r46,9,46,Likelihood Ratio,"UPDRS3_on,PIGD_off,HY_off,HVLT_DR,AXSC_off,SCOPA,GDS,HVLT_IR,VFT_phon_f",0.8531262605889471
k9_r47,9,47,Likelihood Ratio,"VFT_phon_f,PIGD_on,SCOPA,LEDD,UPDRS3_off,HY_on,HY_off,LNS,MOCA",0.8871319080274305
k9_r48,9,48,Likelihood Ratio,"HVLT_IR,UPDRS4,SCOPA,UPDRS3_on,UPDRS2,PIGD_off,JLO,HVLT_DR,UPDRS1",0.91968535699879
k9_r49,9,49,Likelihood Ratio,"HVLT_IR,JLO,RBDScr,SCOPA,HY_off,GDS,UPDRS3_off,UPDRS4,LNS",0.862888261395724
k10_r0,10,0,Likelihood Ratio,"UPDRS4,JLO,HVLT_IR,AXSC_off,SDM,UPDRS3_off,SEADL,RBDScr,MOCA,SCOPA",0.8935457845905607
k10_r1,10,1,Likelihood Ratio,"SEADL,HY_off,UPDRS3_on,UPDRS3_off,LEDD,AXSC_off,SCOPA,SDM,GDS,ESS",0.8937878176684146
k10_r2,10,2,Likelihood Ratio,"JLO,GDS,VFT_phon_f,RBDScr,UPDRS2,HY_off,PIGD_on,SEADL,UPDRS3_off,HVLT_IR",0.9108108108108108
k10_r3,10,3,Likelihood Ratio,"SCOPA,UPDRS3_off,MOCA,HVLT_DR,VFT_phon_f,PIGD_on,UPDRS2,JLO,LEDD,LNS",0.9171843485276321
k10_r4,10,4,Likelihood Ratio,"GDS,HY_off,UPDRS3_on,UPDRS3_off,PIGD_off,AXSC_on,LNS,HVLT_DR,VFT_phon_f,LEDD",0.8649455425574829
k10_r5,10,5,Likelihood Ratio,"AXSC_on,SCOPA,HY_off,GDS,PIGD_off,UPDRS4,MOCA,SEADL,HVLT_DR,RBDScr",0.8923356192012908
k10_r6,10,6,Likelihood Ratio,"HVLT_IR,HVLT_DR,HY_off,LEDD,PIGD_on,SCOPA,SDM,LNS,UPDRS2,VFT_sem_sum",0.91004437273094
k10_r7,10,7,Likelihood Ratio,"AXSC_on,UPDRS3_off,VFT_sem_sum,LNS,UPDRS4,AXSC_off,VFT_phon_f,MOCA,PIGD_off,JLO",0.8746672045179508
k10_r8,10,8,Likelihood Ratio,"LEDD,SEADL,MOCA,JLO,UPDRS1,HY_on,UPDRS2,AXSC_on,UPDRS4,AXSC_off",0.9221056877773296
k10_r9,10,9,Likelihood Ratio,"JLO,AXSC_off,RBDScr,UPDRS3_off,UPDRS2,LNS,SDM,VFT_phon_f,PIGD_off,UPDRS3_on",0.8951996772892296
k10_r10,10,10,Likelihood Ratio,"PIGD_off,PIGD_on,MOCA,VFT_phon_f,UPDRS4,SCOPA,SDM,ESS,UPDRS3_off,RBDScr",0.8979427188382413
k10_r11,10,11,Likelihood Ratio,"HY_on,UPDRS3_on,ESS,MOCA,UPDRS3_off,UPDRS2,PIGD_on,SEADL,LNS,HVLT_IR",0.9155304558289633
k10_r12,10,12,Likelihood Ratio,"SDM,UPDRS2,VFT_phon_f,HY_on,PIGD_off,GDS,UPDRS1,HVLT_DR,LNS,ESS",0.909277934651069
k10_r13,10,13,Likelihood Ratio,"AXSC_off,PIGD_on,UPDRS3_on,HVLT_IR,UPDRS3_off,UPDRS1,MOCA,JLO,LEDD,SEADL",0.9165389269866882
k10_r14,10,14,Likelihood Ratio,"SCOPA,JLO,HY_on,LEDD,VFT_phon_f,RBDScr,VFT_sem_sum,SEADL,UPDRS3_off,GDS",0.891044776119403
k10_r15,10,15,Likelihood Ratio,"VFT_sem_sum,GDS,ESS,VFT_phon_f,SDM,MOCA,LEDD,HVLT_IR,SCOPA,UPDRS3_on",0.8490923759580475
k10_r16,10,16,Likelihood Ratio,"HVLT_DR,UPDRS4,UPDRS3_off,JLO,HY_on,LEDD,RBDScr,SDM,AXSC_off,PIGD_off",0.8622831787010892
k10_r17,10,17,Likelihood Ratio,"UPDRS1,AXSC_on,PIGD_on,VFT_sem_sum,PIGD_off,JLO,MOCA,LNS,SCOPA,UPDRS2",0.9205324727712787
k10_r18,10,18,Likelihood Ratio,"UPDRS1,SEADL,MOCA,PIGD_off,UPDRS3_off,UPDRS3_on,PIGD_on,VFT_phon_f,GDS,AXSC_off",0.9105284388866478
k10_r19,10,19,Likelihood Ratio,"VFT_phon_f,HY_off,UPDRS1,LNS,MOCA,PIGD_off,HVLT_IR,AXSC_off,UPDRS2,LEDD",0.9070189592577653
k10_r20,10,20,Likelihood Ratio,"ESS,PIGD_on,SDM,UPDRS3_on,HY_off,HVLT_DR,LNS,AXSC_on,RBDScr,UPDRS1",0.9047599838644614
k10_r21,10,21,Likelihood Ratio,"HVLT_IR,HY_off,UPDRS1,UPDRS3_off,JLO,VFT_phon_f,AXSC_on,UPDRS4,SDM,UPDRS3_on",0.908511496571198
k10_r22,10,22,Likelihood Ratio,"LEDD,AXSC_off,ESS,HVLT_IR,SDM,UPDRS1,RBDScr,HY_off,VFT_phon_f,GDS",0.8827753126260589
k10_r23,10,23,Likelihood Ratio,"HVLT_DR,RBDScr,UPDRS4,SDM,MOCA,LNS,AXSC_on,SEADL,SCOPA,UPDRS2",0.9148043565954014
k10_r24,10,24,Likelihood Ratio,"PIGD_on,VFT_phon_f,MOCA,HY_on,UPDRS1,PIGD_off,AXSC_on,VFT_sem_sum,UPDRS4,AXSC_off",0.8957240822912464
k10_r25,10,25,Likelihood Ratio,"AXSC_off,UPDRS3_off,LNS,HVLT_DR,UPDRS3_on,UPDRS1,HY_off,LEDD,RBDScr,PIGD_off",0.8965308592174264
k10_r26,10,26,Likelihood Ratio,"VFT_sem_sum,RBDScr,AXSC_off,JLO,HY_off,AXSC_on,UPDRS3_off,UPDRS1,HVLT_IR,ESS",0.8960467930617184
k10_r27,10,27,Likelihood Ratio,"SCOPA,JLO,ESS,SDM,PIGD_off,SEADL,UPDRS2,HVLT_IR,UPDRS4,UPDRS1",0.9232755143202904
k10_r28,10,28,Likelihood Ratio,"ESS,HVLT_IR,VFT_sem_sum,HVLT_DR,HY_off,SCOPA,UPDRS3_off,UPDRS4,JLO,UPDRS1",0.9017749092375957
k10_r29,10,29,Likelihood Ratio,"SEADL,VFT_sem_sum,GDS,PIGD_off,MOCA,JLO,UPDRS1,VFT_phon_f,ESS,UPDRS4",0.8987898346107301
k10_r30,10,30,Likelihood Ratio,"LNS,UPDRS4,UPDRS3_off,RBDScr,UPDRS3_on,VFT_phon_f,LEDD,AXSC_off,SDM,HY_off",0.8692617991125454
k10_r31,10,31,Likelihood Ratio,"LNS,PIGD_off,GDS,UPDRS3_on,SDM,HY_off,RBDScr,HY_on,AXSC_off,UPDRS3_off",0.8652682533279548
k10_r32,10,32,Likelihood Ratio,"LEDD,SDM,RBDScr,GDS,PIGD_on,LNS,UPDRS2,SCOPA,HVLT_DR,AXSC_on",0.9068172650262203
k10_r33,10,33,Likelihood Ratio,"ESS,HVLT_DR,GDS,SCOPA,UPDRS2,PIGD_on,HY_on,SDM,VFT_phon_f,UPDRS3_on",0.9090762404195241
k10_r34,10,34,Likelihood Ratio,"AXSC_on,UPDRS3_on,PIGD_off,GDS,UPDRS3_off,HY_off,MOCA,HVLT_DR,LEDD,HY_on",0.8678096006454216
k10_r35,10,35,Likelihood Ratio,"SEADL,AXSC_off,HVLT_IR,HY_on,LEDD,RBDScr,UPDRS3_on,PIGD_on,LNS,UPDRS2",0.9059298104074223
k10_r36,10,36,Likelihood Ratio,"GDS,AXSC_on,SCOPA,JLO,ESS,VFT_sem_sum,RBDScr,LNS,UPDRS3_on,MOCA",0.8589753933037516
k10_r37,10,37,Likelihood Ratio,"LEDD,ESS,SEADL,UPDRS1,VFT_phon_f,JLO,PIGD_off,UPDRS2,AXSC_off,VFT_sem_sum",0.917466720451795
k10_r38,10,38,Likelihood Ratio,"UPDRS3_on,SCOPA,SEADL,HY_off,UPDRS1,SDM,UPDRS4,PIGD_off,PIGD_on,UPDRS3_off",0.9217829770068576
k10_r39,10,39,Likelihood Ratio,"SEADL,LEDD,JLO,RBDScr,UPDRS4,LNS,UPDRS2,UPDRS1,HY_off,VFT_sem_sum",0.9212182331585317
k10_r40,10,40,Likelihood Ratio,"VFT_sem_sum,SDM,UPDRS4,UPDRS2,GDS,VFT_phon_f,HVLT_IR,RBDScr,AXSC_on,SCOPA",0.9027027027027027
k10_r41,10,41,Likelihood Ratio,"PIGD_off,GDS,UPDRS3_on,UPDRS4,AXSC_off,MOCA,UPDRS2,RBDScr,HVLT_DR,PIGD_on",0.900121016538927
k10_r42,10,42,Likelihood Ratio,"LEDD,ESS,SEADL,AXSC_on,JLO,PIGD_off,UPDRS3_on,UPDRS1,PIGD_on,HY_off",0.908955223880597
k10_r43,10,43,Likelihood Ratio,"SEADL,VFT_sem_sum,UPDRS2,MOCA,UPDRS4,UPDRS3_on,HVLT_IR,GDS,PIGD_on,AXSC_on",0.9098426784993949
k10_r44,10,44,Likelihood Ratio,"VFT_phon_f,HVLT_DR,ESS,VFT_sem_sum,AXSC_off,SCOPA,HY_off,UPDRS3_on,HVLT_IR,GDS",0.8558693021379589
k10_r45,10,45,Likelihood Ratio,"GDS,UPDRS3_off,LEDD,HVLT_DR,HVLT_IR,SEADL,AXSC_on,SDM,VFT_sem_sum,UPDRS4",0.8869302137958854
k10_r46,10,46,Likelihood Ratio,"MOCA,PIGD_off,UPDRS3_off,RBDScr,PIGD_on,UPDRS3_on,UPDRS2,HY_off,UPDRS4,HVLT_DR",0.9099636950383219
k10_r47,10,47,Likelihood Ratio,"JLO,MOCA,LNS,UPDRS3_on,VFT_sem_sum,HY_on,ESS,AXSC_on,RBDScr,UPDRS3_off",0.8597821702299314
k10_r48,10,48,Likelihood Ratio,"UPDRS4,HY_on,UPDRS2,AXSC_off,SEADL,UPDRS1,RBDScr,VFT_phon_f,UPDRS3_off,PIGD_off",0.9148446954417104
k10_r49,10,49,Likelihood Ratio,"HY_off,SEADL,RBDScr,PIGD_on,AXSC_off,UPDRS2,ESS,UPDRS3_on,GDS,PIGD_off",0.900605082694635
